City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI
Jorapokhar,23-02-2018,,159.26,9.93,0.42,,35.74,144
Jorapokhar,24-02-2018,,178.2,10.4,0.34,,38,137
Jorapokhar,25-02-2018,,240.43,9.8,0.38,,36.6,184
Jorapokhar,26-02-2018,,130.66,8.5,0.35,,42.07,172
Jorapokhar,27-02-2018,,127.78,9.04,0.36,,37.54,131
Jorapokhar,28-02-2018,,127.41,9.26,0.27,88.02,38.03,110
Jorapokhar,01-03-2018,,232.78,9.42,0.39,,22.62,143
Jorapokhar,02-03-2018,,130.12,8.92,0.34,,20.8,174
Jorapokhar,03-03-2018,,124.44,8.96,0.26,,28.21,106
Jorapokhar,04-03-2018,,202.58,8.29,0.32,,77.78,144
Jorapokhar,05-03-2018,,270.09,7.83,0.28,65.83,28.14,180
Jorapokhar,06-03-2018,,116.91,8.31,0.32,110.05,28.27,142
Jorapokhar,07-03-2018,,193.53,8.49,0.31,61.64,27.08,130
Jorapokhar,08-03-2018,,199.47,10.82,0.34,139.41,36.45,177
Jorapokhar,09-03-2018,,146.95,10.15,0.35,90.09,95.28,167
Jorapokhar,10-03-2018,,123.73,9.07,0.29,90.44,57.22,119
Jorapokhar,11-03-2018,,133.96,9.18,0.32,95.07,33.62,124
Jorapokhar,12-03-2018,,214.59,10.02,0.41,128.96,29.76,151
Jorapokhar,13-03-2018,,160.38,10.28,0.32,124.04,40.82,159
Jorapokhar,14-03-2018,,130.73,9.84,0.32,98.8,35.31,126
Jorapokhar,15-03-2018,,167.31,10.48,0.36,133.82,27.88,134
Jorapokhar,16-03-2018,,224.71,8.89,0.27,97.28,29.59,152
Jorapokhar,17-03-2018,,99.24,8.88,0.35,109.58,30.87,151
Jorapokhar,18-03-2018,,129.45,9.11,0.34,111.18,30.39,114
Jorapokhar,19-03-2018,,189.85,8.92,0.39,89.18,21.3,136
Jorapokhar,20-03-2018,,220.36,9.14,0.32,115.88,25.23,161
Jorapokhar,21-03-2018,,255.57,12.41,0.3,125.48,22.65,214
Jorapokhar,22-03-2018,,361.07,12.83,0.38,145.88,24.94,264
Jorapokhar,23-03-2018,,301.27,10.69,0.33,125.55,21.34,265
Jorapokhar,24-03-2018,,167.69,10.28,0.36,123.19,16.77,197
Jorapokhar,25-03-2018,,139.75,9.66,0.46,117.36,4.71,148
Jorapokhar,26-03-2018,,,,0,,,
Jorapokhar,27-03-2018,,,,0,,,
Jorapokhar,28-03-2018,,290.3,7.39,0.1,132.04,58.97,
Jorapokhar,29-03-2018,,,,0,,,
Jorapokhar,30-03-2018,,,,0,,,
Jorapokhar,31-03-2018,,,,0,,,
Jorapokhar,01-04-2018,,,,0,,,
Jorapokhar,02-04-2018,,,,0,,,
Jorapokhar,03-04-2018,,298.46,6.38,,110.28,22.2,
Jorapokhar,04-04-2018,,,,0,,,
Jorapokhar,05-04-2018,,,,0,,,
Jorapokhar,06-04-2018,,125.87,7.53,0.12,,32.8,
Jorapokhar,07-04-2018,,583.35,7.88,0.2,,3.7,
Jorapokhar,08-04-2018,,,,,,,
Jorapokhar,09-04-2018,,,,,,,
Jorapokhar,10-04-2018,,,,,,,
Jorapokhar,11-04-2018,,165.86,,0.87,,43.76,
Jorapokhar,12-04-2018,,84.74,8.19,0.39,86.71,38.2,
Jorapokhar,13-04-2018,,28.06,8.1,0.35,77.74,8.06,88
Jorapokhar,14-04-2018,,,,,,,
Jorapokhar,15-04-2018,,,,,,,
Jorapokhar,16-04-2018,,,,,,,
Jorapokhar,17-04-2018,,,,,,,
Jorapokhar,18-04-2018,,,,,,,
Jorapokhar,19-04-2018,,142.58,7.37,0.28,,29.66,
Jorapokhar,20-04-2018,,120.66,8.24,0.52,54.27,21.34,124
Jorapokhar,21-04-2018,,46.22,7.53,0.27,29.93,2.14,90
Jorapokhar,22-04-2018,,,,,,,
Jorapokhar,23-04-2018,,120.74,9.48,0.31,87.73,36.21,
Jorapokhar,24-04-2018,,140.02,10.34,0.46,113.53,31.36,120
Jorapokhar,25-04-2018,,153.75,11.29,0.43,153.19,15.89,128
Jorapokhar,26-04-2018,,45.41,10.16,1.13,158.25,24.81,
Jorapokhar,27-04-2018,,,12.24,0,,39.86,
Jorapokhar,28-04-2018,,59,5.69,0.47,28.27,39.91,
Jorapokhar,29-04-2018,,,6.65,0.47,,57.72,
Jorapokhar,30-04-2018,,407,4.73,0.34,,21.46,
Jorapokhar,01-05-2018,,76.4,6.71,0.34,140.43,23.72,
Jorapokhar,02-05-2018,,,6.81,0,,25.86,
Jorapokhar,03-05-2018,,46.81,6.04,0.51,135.62,40.97,
Jorapokhar,04-05-2018,,46.7,,0,,45.32,
Jorapokhar,05-05-2018,,46.34,6.45,0.46,97.43,40.5,
Jorapokhar,06-05-2018,,,,,,,
Jorapokhar,07-05-2018,,,,,,,
Jorapokhar,08-05-2018,,,,1.26,,8.42,
Jorapokhar,09-05-2018,,,,,,,
Jorapokhar,10-05-2018,,,,,,,
Jorapokhar,11-05-2018,,,,,,,
Jorapokhar,12-05-2018,,,,,,,
Jorapokhar,13-05-2018,,,,,,,
Jorapokhar,14-05-2018,,,,,,,
Jorapokhar,15-05-2018,,,,,,,
Jorapokhar,16-05-2018,,,,,,,
Jorapokhar,17-05-2018,,,,,,,
Jorapokhar,18-05-2018,,,7.34,0.15,,16.75,
Jorapokhar,19-05-2018,,,,,,,
Jorapokhar,20-05-2018,,,,,,,
Jorapokhar,21-05-2018,,,,,,,
Jorapokhar,22-05-2018,,,8.19,0,,26.11,
Jorapokhar,23-05-2018,,,,,,,
Jorapokhar,24-05-2018,,,,,,,
Jorapokhar,25-05-2018,,,,,,,
Jorapokhar,26-05-2018,,,,,,,
Jorapokhar,27-05-2018,,,,,,,
Jorapokhar,28-05-2018,,,,,,,
Jorapokhar,29-05-2018,,49.8,6.13,0.05,5.21,19.11,
Jorapokhar,30-05-2018,,,,0,,,
Jorapokhar,31-05-2018,,,,,,,
Jorapokhar,01-06-2018,,,,,,,
Jorapokhar,02-06-2018,,81.84,8.42,0.35,71,26.71,
Jorapokhar,03-06-2018,,105.91,7.78,0.51,61.32,33.31,94
Jorapokhar,04-06-2018,,144.27,8.46,0.42,77.53,14.86,116
Jorapokhar,05-06-2018,,171.14,7.18,0.38,54.4,11.92,143
Jorapokhar,06-06-2018,,136.1,7.45,0.36,48.72,19.82,134
Jorapokhar,07-06-2018,,148.89,7.6,0.38,32.71,77.12,161
Jorapokhar,08-06-2018,,113.36,6.68,0.44,35.42,55.48,134
Jorapokhar,09-06-2018,,,,,,,98
Jorapokhar,10-06-2018,,,,,,,
Jorapokhar,11-06-2018,,,,,,,
Jorapokhar,12-06-2018,,,,,,,
Jorapokhar,13-06-2018,,,,,,,
Jorapokhar,14-06-2018,,,10.76,3.75,,,
Jorapokhar,15-06-2018,,160.53,7.5,0.91,138.64,41.14,
Jorapokhar,16-06-2018,,,,,,,
Jorapokhar,17-06-2018,,,,,,,
Jorapokhar,18-06-2018,,,,,,,
Jorapokhar,19-06-2018,,,,,,,
Jorapokhar,20-06-2018,,,,,,,
Jorapokhar,21-06-2018,,,,,,,
Jorapokhar,22-06-2018,,,,,,,
Jorapokhar,23-06-2018,,,,,,,
Jorapokhar,24-06-2018,,,,,,,
Jorapokhar,25-06-2018,,,,,,,
Jorapokhar,26-06-2018,,,,,,,
Jorapokhar,27-06-2018,,,,,,,
Jorapokhar,28-06-2018,,,,,,,
Jorapokhar,29-06-2018,,,,,,,
Jorapokhar,30-06-2018,,,,,,,
Jorapokhar,01-07-2018,,,,,,,
Jorapokhar,02-07-2018,,,,0,,,
Jorapokhar,03-07-2018,,99.28,6.64,0.07,12.94,10.86,
Jorapokhar,04-07-2018,,49.82,6.44,0.44,26.54,7.3,71
Jorapokhar,05-07-2018,,65.94,6,0.33,19.91,6.12,53
Jorapokhar,06-07-2018,,159.22,6.8,0.35,30.23,9.44,111
Jorapokhar,07-07-2018,,113.33,6.78,0.3,22.49,7.79,123
Jorapokhar,08-07-2018,,96.66,6.76,0.3,25.04,5.7,104
Jorapokhar,09-07-2018,,81.75,7.27,0.32,22.98,6.36,89
Jorapokhar,10-07-2018,,86.9,7.44,0.28,24.14,7.53,85
Jorapokhar,11-07-2018,,100.95,7.34,0.29,22.15,38.91,92
Jorapokhar,12-07-2018,,98.9,7.15,0.29,25.75,16.8,102
Jorapokhar,13-07-2018,,89.74,7.05,0.3,21.22,5.38,94
Jorapokhar,14-07-2018,,66.96,7.09,0.28,20.74,4.84,77
Jorapokhar,15-07-2018,,69.66,7.32,0.34,29.04,11.75,70
Jorapokhar,16-07-2018,,69.45,7.49,0.35,25.72,18.73,65
Jorapokhar,17-07-2018,,59.99,7.47,0.33,21.44,17.16,66
Jorapokhar,18-07-2018,,88.62,7.08,0.32,20.48,37.17,82
Jorapokhar,19-07-2018,,112.81,7.61,0.33,17.07,28.38,95
Jorapokhar,20-07-2018,,116.51,7.32,0.34,31.72,8.55,117
Jorapokhar,21-07-2018,,68.22,7.2,0.38,24.99,5.77,89
Jorapokhar,22-07-2018,,49.91,7.43,0.46,27.94,5.78,55
Jorapokhar,23-07-2018,,52.53,7.27,0.33,33.36,4.74,65
Jorapokhar,24-07-2018,,74.82,6.83,0.32,19.31,10.31,72
Jorapokhar,25-07-2018,,83.12,6.77,0.42,29.3,10.18,80
Jorapokhar,26-07-2018,,61.97,7.14,0.37,29.56,48.94,106
Jorapokhar,27-07-2018,,50.86,7.11,0.26,22.57,23.63,81
Jorapokhar,28-07-2018,,91.23,6.97,0.3,18.95,8.24,76
Jorapokhar,29-07-2018,,120.11,7.06,0.37,20.09,14.72,100
Jorapokhar,30-07-2018,,179.33,7.17,0.4,30.85,10.89,
Jorapokhar,31-07-2018,,86.95,7.12,0.39,29.98,18.93,112
Jorapokhar,01-08-2018,,86.96,7.03,0.32,20.23,16.69,83
Jorapokhar,02-08-2018,,70.68,6.88,0.34,15.93,13.74,86
Jorapokhar,03-08-2018,,77.32,6.8,0.23,15.2,16.13,70
Jorapokhar,04-08-2018,,135.24,6.78,0.36,11.15,15.09,108
Jorapokhar,05-08-2018,,191.13,6.86,0.32,26.41,15.32,132
Jorapokhar,06-08-2018,,120.67,6.88,0.34,17,12,151
Jorapokhar,07-08-2018,,109.67,7.14,0.34,21.87,40.13,113
Jorapokhar,08-08-2018,,104.7,7.27,0.35,26.77,13.16,118
Jorapokhar,09-08-2018,,109.37,7.16,0.37,26.89,4.94,107
Jorapokhar,10-08-2018,,119.04,7.05,0.47,43.34,5.66,111
Jorapokhar,11-08-2018,,117.11,7.34,0.43,35.51,5.05,110
Jorapokhar,12-08-2018,,117.12,7.11,0.42,39.72,4.59,110
Jorapokhar,13-08-2018,,147.82,7.61,0.4,32.66,3.7,114
Jorapokhar,14-08-2018,,118.01,7.37,0.4,33.78,4.52,126
Jorapokhar,15-08-2018,,116.96,7.39,0.4,36.12,3.97,120
Jorapokhar,16-08-2018,,97.55,7.47,0.38,42.88,19.68,93
Jorapokhar,17-08-2018,,115.41,7.24,0.45,49.09,22.58,102
Jorapokhar,18-08-2018,,163.25,10.2,0.46,40.02,6.54,134
Jorapokhar,19-08-2018,,194.13,9.14,0.39,65.43,5.66,159
Jorapokhar,20-08-2018,,91.71,7.52,0.47,50.25,28.25,140
Jorapokhar,21-08-2018,,85.73,7.68,0.65,63.24,102.19,204
Jorapokhar,22-08-2018,,111.4,7.28,0.43,53.8,24.47,103
Jorapokhar,23-08-2018,,129.96,6.94,0.44,52.5,20.61,112
Jorapokhar,24-08-2018,,143.75,7.27,0.34,30,20.77,121
Jorapokhar,25-08-2018,,152.22,7.11,0.4,31.45,22.77,134
Jorapokhar,26-08-2018,,146.81,7.21,0.43,42.26,16.27,146
Jorapokhar,27-08-2018,,93.89,7.31,0.36,33.12,14.34,105
Jorapokhar,28-08-2018,,102.98,7.4,0.34,28.42,66.52,125
Jorapokhar,29-08-2018,,99.33,7.25,0.42,45.69,21.17,106
Jorapokhar,30-08-2018,,146.37,7.23,0.46,45.09,5.94,110
Jorapokhar,31-08-2018,,146.62,7.61,0.47,46.46,8.14,132
Jorapokhar,01-09-2018,,123.14,6.93,0.39,39.45,43.97,148
Jorapokhar,02-09-2018,,100.79,7.02,0.38,17.59,33.33,117
Jorapokhar,03-09-2018,,67.46,7.15,0.3,42.76,13.6,74
Jorapokhar,04-09-2018,,106,6.92,0,28.26,14.02,82
Jorapokhar,05-09-2018,,88.89,7.13,0,28.6,20.61,105
Jorapokhar,06-09-2018,,84.94,7.27,0,35.15,13.74,83
Jorapokhar,07-09-2018,,67.82,7.1,0,30.67,12.45,69
Jorapokhar,08-09-2018,,121.14,7.44,0,84.55,18.8,78
Jorapokhar,09-09-2018,,,,0,,,
Jorapokhar,10-09-2018,,,,,,,
Jorapokhar,11-09-2018,,,,,,,
Jorapokhar,12-09-2018,,,,,,,
Jorapokhar,13-09-2018,,,,,,,
Jorapokhar,14-09-2018,,,,,,,
Jorapokhar,15-09-2018,,,,,,,
Jorapokhar,16-09-2018,,,,,,,
Jorapokhar,17-09-2018,,,,,,,
Jorapokhar,18-09-2018,,,,,,,
Jorapokhar,19-09-2018,,,,,,,
Jorapokhar,20-09-2018,,,,,,,
Jorapokhar,21-09-2018,,,,,,,
Jorapokhar,22-09-2018,,,,,,,
Jorapokhar,23-09-2018,,,,,,,
Jorapokhar,24-09-2018,,159.15,7.63,0,,25.46,
Jorapokhar,25-09-2018,,,,0,,,
Jorapokhar,26-09-2018,,,,,,,
Jorapokhar,27-09-2018,,,,,,,
Jorapokhar,28-09-2018,,,,,,,
Jorapokhar,29-09-2018,,,,,,,
Jorapokhar,30-09-2018,,,,,,,
Jorapokhar,01-10-2018,,,,,,,
Jorapokhar,02-10-2018,,,,,,,
Jorapokhar,03-10-2018,,204.97,7.68,0,,38.33,
Jorapokhar,04-10-2018,,305.39,7.45,0,,22.61,221
Jorapokhar,05-10-2018,,342.4,7.69,0,,21.55,277
Jorapokhar,06-10-2018,,315.84,7.52,0,,24.05,292
Jorapokhar,07-10-2018,,310.64,7.69,0,,17.34,244
Jorapokhar,08-10-2018,,343.78,7.88,0,,51.14,
Jorapokhar,09-10-2018,,362.61,7.68,0,,18.49,307
Jorapokhar,10-10-2018,,358.43,7.71,0,,16.69,352
Jorapokhar,11-10-2018,,105.58,7.58,0,,10.82,173
Jorapokhar,12-10-2018,,134.55,7.67,0,,9.49,107
Jorapokhar,13-10-2018,,134.45,7.59,0,,15.58,122
Jorapokhar,14-10-2018,,127.22,7.02,0,,19.84,124
Jorapokhar,15-10-2018,,,,,,,117
Jorapokhar,16-10-2018,,379.98,7.63,0,,62.89,
Jorapokhar,17-10-2018,,286.64,7.28,0,,35.78,244
Jorapokhar,18-10-2018,,293.44,7.18,0,,26.8,245
Jorapokhar,19-10-2018,,283.64,6.95,0,,30.43,225
Jorapokhar,20-10-2018,,222.86,6.97,0,,29.82,223
Jorapokhar,21-10-2018,,292.8,7.12,0,,27.09,204
Jorapokhar,22-10-2018,,397.63,7.02,0,,27.74,321
Jorapokhar,23-10-2018,,379.78,6.94,0,,25.74,334
Jorapokhar,24-10-2018,,262.56,6.95,0,,31.32,264
Jorapokhar,25-10-2018,,258.84,7.19,0,,29.8,219
Jorapokhar,26-10-2018,,299.21,7.42,0,,31.37,215
Jorapokhar,27-10-2018,,267.77,7.27,0,,22.19,248
Jorapokhar,28-10-2018,,254.9,7.19,0,,25.82,208
Jorapokhar,29-10-2018,,278.32,7.21,0,,23.14,237
Jorapokhar,30-10-2018,,192.25,7,0,,19.4,179
Jorapokhar,31-10-2018,,227.19,7.37,0,,25.82,179
Jorapokhar,01-11-2018,,268.34,7.21,0,,17.26,193
Jorapokhar,02-11-2018,,295.6,7.27,0,,30.67,232
Jorapokhar,03-11-2018,,300.9,6.98,0,,11.88,252
Jorapokhar,04-11-2018,,338.4,7.22,0,,13.32,259
Jorapokhar,05-11-2018,,320.33,6.85,0,,24.42,311
Jorapokhar,06-11-2018,,314.2,7.43,0,,18.83,229
Jorapokhar,07-11-2018,,429.17,6.98,0,,68.7,340
Jorapokhar,08-11-2018,,466.99,7.59,0,,86.12,445
Jorapokhar,09-11-2018,,330.12,7.46,0,,76.23,370
Jorapokhar,10-11-2018,,365.35,7.1,0,,26.92,279
Jorapokhar,11-11-2018,,339.24,7.1,0,,27.08,310
Jorapokhar,12-11-2018,,388.77,7.27,0,,30.43,308
Jorapokhar,13-11-2018,,396.72,6.6,0,,43.21,382
Jorapokhar,14-11-2018,,488.67,7.17,0,,15.75,377
Jorapokhar,15-11-2018,,454.92,6.78,0,,18.39,501
Jorapokhar,16-11-2018,,,,,,,414
Jorapokhar,17-11-2018,,,,,,,
Jorapokhar,18-11-2018,,,,,,,
Jorapokhar,19-11-2018,,,,,,,
Jorapokhar,20-11-2018,,735.36,7.76,0,,9.68,
Jorapokhar,21-11-2018,,469.99,7.51,0,,16.59,538
Jorapokhar,22-11-2018,,326.64,7.17,0,,20.61,351
Jorapokhar,23-11-2018,,336.19,6.91,0,,21.73,276
Jorapokhar,24-11-2018,,322.36,7.16,0,87.14,23.21,292
Jorapokhar,25-11-2018,,397.89,7.46,0,73.35,19.47,285
Jorapokhar,26-11-2018,,458.18,7.63,0,70.85,13.01,400
Jorapokhar,27-11-2018,,456.38,7.84,0,82.39,13.21,447
Jorapokhar,28-11-2018,,369.99,7.83,0,72.44,33.52,379
Jorapokhar,29-11-2018,,373.13,7.82,0,84.29,9.01,340
Jorapokhar,30-11-2018,,354.37,7.66,0,80.77,28.14,313
Jorapokhar,01-12-2018,,389.15,7.43,0,55.6,24.87,300
Jorapokhar,02-12-2018,,388.47,7.73,0,56.59,15.8,396
Jorapokhar,03-12-2018,,350.58,7.21,0,60.73,21.87,324
Jorapokhar,04-12-2018,,410.45,6.88,0,71.8,98.28,292
Jorapokhar,05-12-2018,,639.27,7.11,0,22.2,43.95,
Jorapokhar,06-12-2018,,417.79,7.38,0,46.54,31.47,
Jorapokhar,07-12-2018,,330.05,7.1,0,97.54,26.86,
Jorapokhar,08-12-2018,,,,0,,,
Jorapokhar,09-12-2018,,,,,,,
Jorapokhar,10-12-2018,,599.35,8.02,0,97.68,15.65,
Jorapokhar,11-12-2018,,528.33,7.89,0,103.12,9.27,569
Jorapokhar,12-12-2018,,493.89,7.87,,84.34,10.17,460
Jorapokhar,13-12-2018,,488.84,7.85,,100.25,7.98,470
Jorapokhar,14-12-2018,,499.41,7.72,,100.62,15.21,560
Jorapokhar,15-12-2018,,301.18,7.26,,68.52,19.75,325
Jorapokhar,16-12-2018,,343.44,7.31,,76.67,15.25,250
Jorapokhar,17-12-2018,,266.98,7.4,,49.26,9.67,285
Jorapokhar,18-12-2018,,117.61,7.68,,44.83,7.77,196
Jorapokhar,19-12-2018,,268.12,7.63,,39.31,8.58,118
Jorapokhar,20-12-2018,,493.13,7.77,,65.28,13.96,420
Jorapokhar,21-12-2018,,373.4,7.5,,48.49,16.74,398
Jorapokhar,22-12-2018,,519.85,7.7,,31.15,6.79,345
Jorapokhar,23-12-2018,,,,,,,
Jorapokhar,24-12-2018,,249.85,7.08,,83.84,37.4,
Jorapokhar,25-12-2018,,,,,,,
Jorapokhar,26-12-2018,,493.48,7.69,,94,80.46,
Jorapokhar,27-12-2018,,378.14,7.73,,71.42,54.7,406
Jorapokhar,28-12-2018,,296.7,7.08,,51.28,20.19,271
Jorapokhar,29-12-2018,,357.16,7.88,,121.29,22.13,239
Jorapokhar,30-12-2018,,362.09,7.34,,66.35,16.12,295
Jorapokhar,31-12-2018,,413.78,7.47,,71.01,18.74,341
Jorapokhar,01-01-2019,,484.34,7.79,,57.26,16.6,440
Jorapokhar,02-01-2019,,422.12,8.1,,56.69,17.35,442
Jorapokhar,03-01-2019,,502.23,7.86,,92.36,24.93,463
Jorapokhar,04-01-2019,,559.79,7.71,,77.15,31.63,483
Jorapokhar,05-01-2019,,599.3,7.99,,72.4,58.45,604
Jorapokhar,06-01-2019,,500.88,7.82,,84.93,31.31,575
Jorapokhar,07-01-2019,,549.21,7.89,,88.68,8.46,569
Jorapokhar,08-01-2019,,331.19,12.37,,59.22,14.64,342
Jorapokhar,09-01-2019,217.13,278.74,10.9,0,63.8,117.3,277
Jorapokhar,10-01-2019,140.03,200.64,10.91,,53.83,31.68,280
Jorapokhar,11-01-2019,155.38,242.69,11.21,,81.28,12.57,335
Jorapokhar,12-01-2019,166.85,262.83,11.47,,86.1,12.37,324
Jorapokhar,13-01-2019,179.51,300.54,11.66,,91.58,18.36,345
Jorapokhar,14-01-2019,161.22,297.14,10.85,,100.81,53.85,352
Jorapokhar,15-01-2019,97.48,156.89,10.82,,49.13,117.83,273
Jorapokhar,16-01-2019,105.12,175.15,10.57,,53.84,55.36,220
Jorapokhar,17-01-2019,120.37,199.94,10.67,,75.24,40.67,288
Jorapokhar,18-01-2019,116.5,192.38,10.44,,55.29,32.22,301
Jorapokhar,19-01-2019,115.44,204.44,10.38,,68.45,90.95,272
Jorapokhar,20-01-2019,126.81,222.39,10.65,,77.2,43.08,300
Jorapokhar,21-01-2019,113.6,218.59,10.63,,73.2,51.84,296
Jorapokhar,22-01-2019,159.44,288.67,10.84,0,92.27,31.6,317
Jorapokhar,23-01-2019,129.29,228.51,10.26,,114.35,32.31,316
Jorapokhar,24-01-2019,121.03,218.6,10.31,0,87.95,42.44,297
Jorapokhar,25-01-2019,101.74,191.07,10.19,0,104.06,30.29,277
Jorapokhar,26-01-2019,104.28,180.63,10.23,,68.96,16.73,238
Jorapokhar,27-01-2019,74.06,113.37,10.02,,41.02,32.81,202
Jorapokhar,28-01-2019,72.47,120.12,10.04,,41.44,39.49,135
Jorapokhar,29-01-2019,58.89,107.66,10.12,,41.58,46.17,128
Jorapokhar,30-01-2019,73.78,145.37,10.39,,65.88,28.75,110
Jorapokhar,31-01-2019,128.32,234.17,10.35,,84.29,29.38,262
Jorapokhar,01-02-2019,118.18,216.22,10.3,0,84.97,10.94,302
Jorapokhar,02-02-2019,91.4,184.04,10.27,,82.05,14.27,247
Jorapokhar,03-02-2019,100.41,203.47,10.08,0,100.81,14.29,219
Jorapokhar,04-02-2019,96.46,181.49,9.96,,95.05,16.01,233
Jorapokhar,05-02-2019,99.72,174.35,9.98,,94.12,17.84,215
Jorapokhar,06-02-2019,96.14,189.46,10.13,,87.35,15.47,215
Jorapokhar,07-02-2019,120.88,243.09,10.31,,145.94,14.8,280
Jorapokhar,08-02-2019,120.88,211.96,10.56,,130,16.21,289
Jorapokhar,09-02-2019,64.5,116.84,10.22,,,26.43,203
Jorapokhar,10-02-2019,69.83,135.09,10.16,,,16.17,127
Jorapokhar,11-02-2019,86.47,158.19,10.3,,,12.16,170
Jorapokhar,12-02-2019,88.14,153.71,10.19,0,113.82,14.91,178
Jorapokhar,13-02-2019,108.85,188.76,10.27,0,94.98,15.23,241
Jorapokhar,14-02-2019,101.31,184.48,10.08,0,68.06,16.05,257
Jorapokhar,15-02-2019,90.96,162.28,9.86,0,10.98,14.95,238
Jorapokhar,16-02-2019,24.75,38.27,9.7,0,,17.35,93
Jorapokhar,17-02-2019,41.96,72.82,9.76,0,,22.64,57
Jorapokhar,18-02-2019,60.04,105.56,9.63,0,,22.17,93
Jorapokhar,19-02-2019,99.32,197.98,10.08,0,,102.64,171
Jorapokhar,20-02-2019,91.77,184.17,10.13,0,,21.46,251
Jorapokhar,21-02-2019,90.46,187.59,10.09,0,,35.34,184
Jorapokhar,22-02-2019,117.15,231.32,10.03,0,,20.79,250
Jorapokhar,23-02-2019,74.2,138.7,9.59,0,,71.76,230
Jorapokhar,24-02-2019,57.84,119.52,9.41,0,,23.48,111
Jorapokhar,25-02-2019,43.2,72.1,9.51,0,23.19,15.03,100
Jorapokhar,26-02-2019,58.96,106.55,9.5,0,18.48,14.35,84
Jorapokhar,27-02-2019,42.86,73.18,9.41,0,7.26,6.38,89
Jorapokhar,28-02-2019,25.2,62.61,9.36,0,6.28,59.31,115
Jorapokhar,01-03-2019,48.98,86.86,9.49,0,8.2,120.56,209
Jorapokhar,02-03-2019,80.78,140.36,9.57,0,14.33,57.49,135
Jorapokhar,03-03-2019,85.67,152.5,9.24,0,15.43,40.81,183
Jorapokhar,04-03-2019,72.84,127.69,9.34,0,13.33,13.92,150
Jorapokhar,05-03-2019,81.29,145.5,9.28,0,12.93,15.55,167
Jorapokhar,06-03-2019,84.66,139.63,9.39,0,12.69,17.52,177
Jorapokhar,07-03-2019,46.5,84.04,9.71,0,7.77,23.27,123
Jorapokhar,08-03-2019,58.39,105.21,9.82,0,8.47,19.25,96
Jorapokhar,09-03-2019,67.94,137.38,9.86,0,12.14,16.54,110
Jorapokhar,10-03-2019,106.54,206.88,10.1,0,20.68,16.01,199
Jorapokhar,11-03-2019,85.43,159.49,9.72,0,13.16,19.92,226
Jorapokhar,12-03-2019,87.37,166.13,10.19,0,15.37,16.32,176
Jorapokhar,13-03-2019,113.48,228.18,9.94,0,16.12,18.35,254
Jorapokhar,14-03-2019,69.31,129.63,10.02,0,7.95,23.27,272
Jorapokhar,15-03-2019,50.04,95.48,10.39,0,8.7,13.1,106
Jorapokhar,16-03-2019,40.09,71.28,9.91,0,7.97,24.67,80
Jorapokhar,17-03-2019,60.26,110.17,9.68,0,8.3,36.99,129
Jorapokhar,18-03-2019,38.16,68.99,9.69,0,7.65,16.92,77
Jorapokhar,19-03-2019,59.07,111.43,9.64,0,8.82,21.68,95
Jorapokhar,20-03-2019,68.47,129,9.61,0,11.22,29.03,128
Jorapokhar,21-03-2019,72.12,136.87,9.69,0,11.73,112.63,155
Jorapokhar,22-03-2019,38.02,90.59,9.53,0,9.02,25.05,107
Jorapokhar,23-03-2019,45.24,93.14,9.42,0,6.47,22.27,97
Jorapokhar,24-03-2019,61.9,141.18,9.42,0,10.5,20.33,115
Jorapokhar,25-03-2019,69.58,159.38,9.44,0,9.71,25.47,139
Jorapokhar,26-03-2019,85.68,205.23,9.94,0,10.63,12.17,170
Jorapokhar,27-03-2019,53.93,114.83,9.79,0,10.3,21.49,126
Jorapokhar,28-03-2019,69.81,150.68,9.71,0,15.02,19.76,128
Jorapokhar,29-03-2019,102.41,181.61,9.7,0,14.1,24.6,175
Jorapokhar,30-03-2019,,,,,,,
Jorapokhar,31-03-2019,,,,,,,
Jorapokhar,01-04-2019,54.36,85.61,10.62,0,6.67,9.1,
Jorapokhar,02-04-2019,52.97,112.2,9.54,,12.56,17.84,100
Jorapokhar,03-04-2019,79.81,169.61,9.73,,12.75,18.2,137
Jorapokhar,04-04-2019,60.03,124.63,9.8,,9.02,11.37,126
Jorapokhar,05-04-2019,57.54,112.16,9.56,,4.01,4.35,114
Jorapokhar,06-04-2019,57.57,105.36,9.46,,4.67,7.6,112
Jorapokhar,07-04-2019,38.85,72.37,9.55,,8.22,15.51,78
Jorapokhar,08-04-2019,41.67,71.88,9.42,,7.3,14.91,80
Jorapokhar,09-04-2019,54.19,101.85,9.48,,9.89,14.99,87
Jorapokhar,10-04-2019,48.46,90.02,9.51,,7.57,9,92
Jorapokhar,11-04-2019,70.14,129.73,9.7,,6.88,11.34,105
Jorapokhar,12-04-2019,61.71,116.52,9.61,,4.13,16.64,124
Jorapokhar,13-04-2019,55.67,116.8,9.48,,8.72,26.77,113
Jorapokhar,14-04-2019,49.75,103.33,9.43,,5.58,34.63,104
Jorapokhar,15-04-2019,60.83,126.33,9.38,,4.1,58.23,111
Jorapokhar,16-04-2019,71.94,143.92,9.28,,5.04,51.32,139
Jorapokhar,17-04-2019,79.9,255.49,9.42,,7.75,132.95,234
Jorapokhar,18-04-2019,43.59,94.13,9.28,,7.91,58.32,137
Jorapokhar,19-04-2019,34.08,69.51,9.27,,5.82,60.32,86
